Rank,Author,Title,Citations,Year,Publisher,Venue,Source,cit/year,,,,
760,"Selvaganapathy, S Sadasivam",Anti-malware engines under adversarial attacks,0,2021, Taylor & Francis, International Journal of …,https://www.tandfonline.com/doi/abs/10.1080/1206212X.2021.1940744,0,,,,
978,"da Silva Bonfim, GSRL dos Santos…",A Comparison of Deep Learning Architectures for the 3D Generation Data,0,2022, 200.9.65.36, JOURNAL OF …,http://200.9.65.36/index.php/JBTH/article/view/217,0,,,,
761,"Demir, T Koik",AutoBayes: Automated Inference via Bayesian Graph Exploration for Nuisance-Robust Biosignal Analysis,0,2020, researchgate.net, arXiv preprint arXiv …,https://www.researchgate.net/profile/Toshiaki-Koike-Akino/publication/342655469_AutoBayes_Automated_Bayesian_Graph_Exploration_for_Nuisance-Robust_Inference/links/5f039de945851550508e6e23/AutoBayes-Automated-Bayesian-Graph-Exploration-for-Nuisance-Robust-Inference.pdf,0,,,,
924,"Pinho, C Costa",Feature Learning with Adversarial Networks for Concept Detection in Medical Images: UA. PT Bioinformatics at ImageCLEF 2018.,16,0,ws.org,,http://ceur-ws.org/Vol-2125/paper_139.pdf,0,,,,
729,"Daher, T Chakhachiro, D Asmar",From Slam to Cad Maps and Back Using Generative Models,0,8738, papers.ssrn.com,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3998738,0,,,,
975,"Wu, K Seokin, L Zhang",On GANs Art in Context of Artificial Intelligence Art,0,2021, dl.acm.org, 2021 The 5th International Conference on …,https://dl.acm.org/doi/abs/10.1145/3453800.3453831,0,,,,
976,"Jeong, S Kim, J Park, Y Choi",Customs Import Declaration Datasets,0,2022, arxiv.org, arXiv preprint arXiv:2208.02484,https://arxiv.org/abs/2208.02484,0,,,,
968,"Wyse, P Kamath, C Gupta",An Integrated System Architecture for Generative Audio Modeling,0,2021, openreview.net,,https://openreview.net/forum?id=o8gZlfQNZDJ,0,,,,
725,"Mauro, L Manzoni, E Tatiane, P Aleš, A De Lorenzo",Generative adversarial networks for generating synthetic features for Wi-Fi signal quality,0,2021, arts.units.it,,https://arts.units.it/handle/11368/3005206,0,,,,
762,"Horchulhack, EK Viegas, AO Santin, J Geremias",Intrusion Detection Model Updates Through GAN Data Augmentation and Transfer Learning,0,0, researchgate.net,P Horchulhack  EK Viegas  AO Santin,https://www.researchgate.net/profile/Eduardo-Kugler-Viegas/publication/363210323_Intrusion_Detection_Model_Updates_Through_GAN_Data_Augmentation_and_Transfer_Learning/links/632d5dd74cc5d63f085118d7/Intrusion-Detection-Model-Updates-Through-GAN-Data-Augmentation-and-Transfer-Learning.pdf,0,,,,
956,"Zhang, L Xiang, X Yu, P Chu, Y Chen, C Cen…",Privacy-Preserving Federated Learning on Partitioned Attributes,1,2021, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/2104.14383,0,,,,
756," Rathore, SP Harsha",Non-linear Vibration Response Analysis of Rolling Bearing for Data Augmentation and Characterization,0,2022, Springer, Journal of Vibration Engineering & Technologies,https://link.springer.com/article/10.1007/s42417-022-00691-w,0,,,,
736,"Garofalo, M Slokom, D Preuveneers…",Machine Learning Meets Data Modification,0,2022, Springer, Security and Artificial …,https://link.springer.com/chapter/10.1007/978-3-030-98795-4_7,0,,,,
11," He, YX Zhao, CL Yan",Application of tabular data synthesis using generative adversarial networks on machine learning-based multiaxial fatigue life prediction,0,2022, Elsevier, International Journal of Pressure Vessels and …,https://www.sciencedirect.com/science/article/pii/S030801612200165X,0,,,,
952,Astor,Building a Customizable GAN Package Tool in Python Helping Users Make and Test GANs in an Easy to Use,0,2022, digital.wpi.edu,,https://digital.wpi.edu/downloads/mw22v873c,0,,,,
958,"Mansourifar, W Shi",Towards Stable Imbalanced Data Classification via Virtual Big Data Projection,0,2020, arxiv.org, arXiv preprint arXiv:2009.08387,https://arxiv.org/abs/2009.08387,0,,,,
959,Keerthisrini,Automatic generation of elementary level mathematical question,0,2020, dl.lib.uom.lk,,http://dl.lib.uom.lk/handle/123/16498,0,,,,
947," Munawar, AWA Hammad, ST Waller…",Modern Crack Detection for Bridge Infrastructure Maintenance Using Machine Learning,0,2022, Springer,Centric Intelligent …,https://link.springer.com/article/10.1007/s44230-022-00009-9,0,,,,
742,"Gangodawila, S Lanka",Komposer V2: A Hybrid Approach to Intelligent Musical Composition Based on Generative Adversarial Networks with a Variational Autoencoder,0,2020, books.google.com, Proceedings of the Future …,https://books.google.com/books?hl=en&lr=&id=YGMGEAAAQBAJ&oi=fnd&pg=PA413&dq=(gan+OR+adversarial+OR+(generative+and+adversarial+and+net*))+AND+(%27tabular+data%27+OR+%27table+data%27)&ots=pBYaYs5pA9&sig=kodNvjuB3l0ffrO8pEXjb5ObHzc,0,,,,
946,"Kalaria, A Hazra, PP Chakrabarti",Towards Adversarial Purification using Denoising AutoEncoders,0,2022, arxiv.org, arXiv preprint arXiv:2208.13838,https://arxiv.org/abs/2208.13838,0,,,,
945,"Zheng, N McCarthy, J Hayes",Network Generation with Differential Privacy,1,2021, arxiv.org, arXiv preprint arXiv:2111.09085,https://arxiv.org/abs/2111.09085,0,,,,
944,"Deshmukh, MV Karki, B SR…",Deep Neural Network Model for Automated Detection of Alzheimer's Disease using EEG Signals.,0,2022, search.ebscohost.com, International Journal of …,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=26268493&AN=157757477&h=RALgPAfUMb2kGmC2ThClk988Lqo7xg4O7QUKbDlHthiJy3%2BspBgu9nsvUQLMolVZpDAjQSanTikPwPm%2FlDRJSA%3D%3D&crl=c,0,,,,
960," Hsu, I Shen, BY Chen",Transferring deep reinforcement learning with adversarial objective and augmentation,2,2018, arxiv.org, arXiv preprint arXiv:1809.00770,https://arxiv.org/abs/1809.00770,0,,,,
916,"Tao, P Peng, H Wang",Supervised Contrastive Learning with TPE-based Bayesian Optimization of Tabular Data for Imbalanced Learning,0,2022, arxiv.org, arXiv preprint arXiv:2210.10824,https://arxiv.org/abs/2210.10824,0,,,,
962,"Wang, Z Wang, D Chen, S Zhou, Y Feng…",Online Adversarial Knowledge Distillation for Graph Neural Networks,0,0, papers.ssrn.com,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4261641,0,,,,
964,Author not found,Could not catch title,0,0,"S Jadhav, V Dhamdhere",Venue not fount,"Look manually at: https://scholar.google.com/scholar?start=960&q=(gan+OR+adversarial+OR+(generative+and+adversarial+and+net*))+AND+('tabular+data'+OR+'table+data')&hl=en&as_sdt=0,5",0,,,,
966,"Rizzato, J Wallart, C GEISSLER, N MORIZET…",Generative Adversarial Networks Applied to Synthetic Financial Scenarios Generation,0,0, papers.ssrn.com,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4264505,0,,,,
965,Paschali,Learning Robust Representations for Medical Diagnosis,0,2021, mediatum.ub.tum.de,,https://mediatum.ub.tum.de/doc/1610629/demor5nuxz3cvo62yt9xhid21.paschali-magdalini-dissertation.pdf,0,,,,
94,"Chen, S Jajodia, J Liu, N Park, V Sokolov…",FakeTables: Using GANs to Generate Functional Dependency Preserving Tables with Bounded Real Data.,19,0,chen.github.io,,https://haipeng-chen.github.io/files/19ijcai-FakeTables.pdf,0,,,,
746,"Charitou, S Dragicevic, AA Garcez",Synthetic Data Generation for Fraud Detection using GANs,0,2021, arxiv.org, arXiv preprint arXiv:2109.12546,https://arxiv.org/abs/2109.12546,0,,,,
942,"Ma, Q Yang, H Cui, J Ma",MEAL: Meta enhanced Entropy-driven Adversarial Learning for Optic Disc and Cup Segmentation,0,2021, ieeexplore.ieee.org, 2021 43rd Annual International …,https://ieeexplore.ieee.org/abstract/document/9630517/,0,,,,
748,"Lederrey, T Hillel, M Bierlaire",DATGAN: INTEGRATING EXPERT KNOWLEDGE INTO DEEPLEARNING FOR POPULATION SYNTHESIS,0,2021, strc.ch,,http://www.strc.ch/2021/Lederrey_EtAl.pdf,0,,,,
749,Singh,Generative Adversarial Networks: A Survey,0,2021, researchsquare.com,,https://www.researchsquare.com/article/rs-300223/latest.pdf,0,,,,
936," Reghunath, R Rajan",Transformer-based ensemble method for multiple predominant instruments recognition in polyphonic music,0,2022, Springer, EURASIP Journal on Audio  Speech  and Music …,https://link.springer.com/article/10.1186/s13636-022-00245-8,0,,,,
751," Hssayeni, J Jimene",Dyskinesia Estimation of Imbalanced Data Using a Deep-Learning Model,0,2022, ieeexplore.ieee.org, 2022 44th Annual …,https://ieeexplore.ieee.org/abstract/document/9871384/,0,,,,
752,"Huang, G Zhang, J Yao, X Wang, JK Calautit…",Accelerated environmental performance-driven urban design with generative adversarial network,0,2022, Elsevier, Building and …,https://www.sciencedirect.com/science/article/pii/S0360132322008058,0,,,,
754,Pfitzner,Federated Learning,0,0, hpi.de,,https://hpi.de/arnrich/projects/federated-learning.html,0,,,,
934,"Ganesan, K Sarac",Mitigating Evasion Attacks on Machine Learning based NIDS Systems in SDN,1,2021, ieeexplore.ieee.org, 2021 IEEE 7th International Conference …,https://ieeexplore.ieee.org/abstract/document/9492526/,0,,,,
20,"Esmaeilpour, N Chaalia, A Abusitta…",Bi-Discriminator GAN For Tabular Data Synthesis,0,2022, Elsevier, Pattern Recognition …,https://www.sciencedirect.com/science/article/pii/S0167865522001830,0,,,,
753,"Marco, S Ahmad",Conditional Variational Autoencoder with Inverse Normalization Transformation on Synthetic Data Augmentation in Software Effort Estimation,0,0, inass.org,R Marco,https://inass.org/wp-content/uploads/2022/02/2022063031-2.pdf,0,,,,
827,Rice,Applying generative adversarial networks to intelligent subsurface imaging and identification,1,2019, scholar.utc.edu,,https://scholar.utc.edu/theses/595/,0,,,,
914,"Sharif, F Rehman, A Rida…",Segmentation of Images Using Deep Learning: A Survey,0,2022, ieeexplore.ieee.org, 2022 2nd International …,https://ieeexplore.ieee.org/abstract/document/9787440/,0,,,,
873,"Lee, C Park",Restoration of Time-Series Medical Data with Diffusion Model,0,0, researchgate.net,J Lee,https://www.researchgate.net/profile/Jiwoon-Lee-3/publication/363520751_Restoration_of_Time-Series_Medical_Data_with_Diffusion_Model/links/63210895071ea12e362ee672/Restoration-of-Time-Series-Medical-Data-with-Diffusion-Model.pdf,0,,,,
809,"Tan, H Kotthaus",Explainability-Aware One Point Attack for Point Cloud Neural Networks,1,2021, arxiv.org, arXiv preprint arXiv:2110.04158,https://arxiv.org/abs/2110.04158,0,,,,
722,Bonabi Mobaraki,Cyclic Adversarial Framework with Implicit Autoencoder and Wasserstein Loss (CAFIAWL),0,2020, research.sabanciuniv.edu,,https://research.sabanciuniv.edu/id/eprint/41180/,0,,,,
853," Khor, G Ning, T Wang, Y Wen…",Anatomically constrained deformable 3D reconstruction of intraoperative uterus from preoperative MRI data on uterine fibroid treatment,0,2021, Taylor & Francis, Computer Methods in …,https://www.tandfonline.com/doi/abs/10.1080/21681163.2021.1997643,0,,,,
807,"Liu, L Xie, Y Han, X Yuan",Automatic Caption Generation for Visualization Charts,0,2017, shellywhen.github.io, ele,https://shellywhen.github.io/assets/paper/19-Caption.pdf,0,,,,
858,"Plutenko, D Fishman",Incorporating Metadata for Semantic Segmentation,0,0,1.amazonaws.com,,https://s3.eu-central-1.amazonaws.com/ucu.edu.ua/wp-content/uploads/sites/8/2021/04/Incorporating-Metadata-for-Semantic-Segmentation.pdf,0,,,,
859,"Bandyopadhyay, S Bandyopadhyay…",1st International Workshop on Data Assessment and Readiness for AI,0,2021, Springer, … Discovery and Data …,https://link.springer.com/chapter/10.1007/978-3-030-75015-2_12,0,,,,
863,"Mirza, D Haroon, B Khan, A Padhani, TQ Syed",Deep generative models to counter class imbalance: a model-metric mapping with proportionality calibration methodology,1,0, researchgate.net,B Mirza  D Haroon  B Khan  A Padhani,https://www.researchgate.net/profile/Tahir-Syed/publication/334720715_Deep_generative_models_to_counter_class_imbalance_a_model-metric_mapping_with_proportionality_calibration_methodology/links/6038c91b92851c4ed599b981/Deep-generative-models-to-counter-class-imbalance-a-model-metric-mapping-with-proportionality-calibration-methodology.pdf,0,,,,
865,"Gong, L Jia, N Li",Research on mobile traffic data augmentation methods based on SA-ACGAN-GN,0,2022, aimspress.com, Mathematical Biosciences and Engineering,https://www.aimspress.com/aimspress-data/mbe/2022/11/PDF/mbe-19-11-536.pdf,0,,,,
802,"Saxena, MH Siddiqui, R Kumar",Deep Learning in Disease Diagnosis: Models and Datasets,1,2021, ingentaconnect.com, Current Bioinformatics,https://www.ingentaconnect.com/content/ben/cbio/2021/00000016/00000005/art00003,0,,,,
801,Narin,Wind Farm Feasibility Analysis with Virtual Farms,0,2022, open.metu.edu.tr,,https://open.metu.edu.tr/bitstream/handle/11511/99183/Eren_Narin_tez.pdf,0,,,,
868,"Chang, Y Lu, P Xue, Y Xu, Z Wei",AIP: Adversarial Iterative Pruning Based on Knowledge Transfer for Convolutional Neural Networks,0,2021, arxiv.org, arXiv preprint arXiv:2108.13591,https://arxiv.org/abs/2108.13591,0,,,,
800,"Pushkar, L Aggarwal, M Saad, A Maheshwari…",Object Identification in Satellite Imagery and Enhancement Using Generative Adversarial Networks,1,2021, Springer, International Conference …,https://link.springer.com/chapter/10.1007/978-981-15-5148-2_57,0,,,,
869,"Bhagat, SD Joshi, B Lall",Image fusion using symmetric skip autoencodervia an Adversarial Regulariser,1,2020, arxiv.org, arXiv preprint arXiv:2005.00447,https://arxiv.org/abs/2005.00447,0,,,,
799,Jin,DEEP GENERATIVE MODELS (PART 2),0,2019, shanzhenren.github.io,,https://shanzhenren.github.io/csci-699-replnlp-2019fall/lectures/W3-L1-Deep_Generative_Models_II.pdf,0,,,,
872,"Khanna, T Sharma, AS Thatavarthy…",Building Facades to Normal Maps: Adversarial Learning from Single View Images,0,2021, ieeexplore.ieee.org, … 18th Conference on …,https://ieeexplore.ieee.org/abstract/document/9469450/,0,,,,
810,"Mauro, M Luca, A Longa, B Lepri…",Generating Synthetic Mobility Networks with Generative Adversarial Networks,0,2022, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/2202.11028,0,,,,
70,"Wu, D Xu, S Yuan, L Zhang",Fair Data Generation and Machine Learning Through Generative Adversarial Networks,0,2022, Springer, Generative Adversarial Learning …,https://link.springer.com/chapter/10.1007/978-3-030-91390-8_3,0,,,,
845,"Han, F Johari, P Huang, X Zhang",Generating hourly electricity demand data for large-scale single-family buildings by a decomposition-recombination method,0,2022, Elsevier, Energy and Built Environment,https://www.sciencedirect.com/science/article/pii/S2666123322000216,0,,,,
820,Wang,Examining Data Integration with Schema Changes Based on Cell-Level Mapping Using Deep Learning Models,0,2021, search.proquest.com,,https://search.proquest.com/openview/b0083f4024ee8b7d4ae39fb145c9e289/1?pq-origsite=gscholar&cbl=18750&diss=y,0,,,,
825,"Wang, W Lin, H He, D Wang, C Mao…","1st ICLR International Workshop on Privacy, Accountability, Interpretability, Robustness, Reasoning on Structured Data (PAIR^ 2Struct)",0,2022, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/2210.03612,0,,,,
67,"Esmaeilpour, N Chaalia, A Abusitta…",RCC-GAN: Regularized Compound Conditional GAN for Large-Scale Tabular Data Synthesis,0,2022, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/2205.11693,0,,,,
823,Bhosale,Hybrid Approach for Light Improvement and Image Quality Enhancement with GAN and CNN,0,2021, search.proquest.com,,https://search.proquest.com/openview/e629dc8a143d7b224e6949532c2ece85/1?pq-origsite=gscholar&cbl=18750&diss=y,0,,,,
822,"Alemany, J Nucciarone…","Jespipe: A Plugin-Based, Open MPI Framework for Adversarial Machine Learning Analysis",0,2021, ieeexplore.ieee.org, … on Big Data (Big Data),https://ieeexplore.ieee.org/abstract/document/9671385/,0,,,,
834,"Soro, T Favale, D Giordano, L Vassio…",The New Abnormal: Network Anomalies in the AI Era,1,2021, Wiley Online Library, … Management in the …,https://onlinelibrary.wiley.com/doi/abs/10.1002/9781119675525.ch11,0,,,,
821,"Meghdouri, T Schmied, T Gärtner…",Controllable Network Data Balancing With GANs,0,2021, openreview.net, … on Deep Generative …,https://openreview.net/forum?id=T5HHiqqann_,0,,,,
836,"Alahmed, Q Alasad, MM Hammood, JS Yuan…",Mitigation of Black-Box Attacks on Intrusion Detection Systems-Based ML,0,2022, mdpi.com, Computers,https://www.mdpi.com/2073-431X/11/7/115,0,,,,
